title,author,published_year,subject,language,cover
Golden jubilee world tribute to Dr. Sidney V. Haas,Sidney V. Haas,1949,"Haas, Sidney V. 1870-",eng,https://covers.openlibrary.org/b/id/9284070-L.jpg
Building for tomorrow,Azim Nanji,1994,"Architecture, Islamic",eng,https://covers.openlibrary.org/b/id/5394821-L.jpg
Premi e incentivi alle traduzioni.,Associazione italiana editori. Ufficio studi,2003,"Translating and interpreting -- Italy, Translating and interpreting -- Awards -- Italy",ita,https://covers.openlibrary.org/b/id/5327753-L.jpg
A Missouri playwrights' anthology,Robert E. Knittel,1981,"American drama -- Missouri, American drama -- 20th century, American drama -- Missouri -- Awards, American drama -- 20th century -- Awards",eng,https://covers.openlibrary.org/b/id/1675767-L.jpg
Architecture for a changing world,James Steele,1992,"Aga Khan Award for Architecture (Organization) -- Awards, Architecture -- Awards -- Islamic countries, Architecture, Islamic -- Awards",eng,https://covers.openlibrary.org/b/id/4872080-L.jpg
"Nobel lectures in peace, 1996-2000",Irwin Abrams,2004,Peace,eng,https://covers.openlibrary.org/b/id/10968337-L.jpg
The Kennedy Center American College Theater Festival presents,Gary Garrison,2006,"American drama -- 20th century, American drama -- Awards",eng,https://covers.openlibrary.org/b/id/11660814-L.jpg
"Timor Leste, Nobel da Paz","Francis Sejersted, Carlos Ximenes Belo, José Ramos-Horta",1997,"Peace -- Awards, Nobel Prizes, Timor Timur (Indonesia) -- History -- Autonomy and independence movements",por,https://covers.openlibrary.org/b/id/12789658-L.jpg
Architecture beyond architecture,"Cynthia C. Davidson, Ismail Serageldin",1995,"Aga Khan Award for Architecture (Organization) -- Awards, Architecture, Islamic -- Awards, Architecture, Modern -- 20th century -- Islamic countries, Architecture -- Awards -- Islamic countries",eng,https://covers.openlibrary.org/b/id/4871775-L.jpg
Prize list of the County of Brome Agricultural Society for 1905,County of Brome Agricultural Society (Quebec),1905,"Competitions, Agriculture, Agricultural exhibitions, Awards",eng,https://covers.openlibrary.org/b/id/9517109-L.jpg
1899 Prize list,County of Shefford Agricultural Society (Quebec),1899,"Competitions, Agriculture, Awards",eng,https://covers.openlibrary.org/b/id/9848800-L.jpg
"50 ans, Affiches suisses primées par le Département fédéral de l'intérieur, 1941-1990 =",Switzerland. Eidgenössisches Departement des Innern,1991,"Posters, Swiss -- 20th century -- Catalogs., Posters -- Awards -- Switzerland -- Catalogs.","fre, eng, ger, ita, por",https://covers.openlibrary.org/b/id/8386836-L.jpg
"Editorial cartoon awards, 1922-1997","Heinz Dietrich Fischer, Erika Fischer",1999,"Editorial cartoons -- Awards -- United States., Editorial cartoonists -- United States., American wit and humor, Pictorial., United States -- Politics and government -- 20th century -- Caricatures and cartoons.",eng,https://covers.openlibrary.org/b/id/4534548-L.jpg
List of prize winning glads for the season of 1932,Lloyd's Gladiolus Gardens,1932,"Gladiolus, Catalogs, Nursery stock, Awards, Bulbs (Plants), Roots, Nurseries (Horticulture)",eng,https://covers.openlibrary.org/b/id/8379082-L.jpg
Awards and recognition program,United States. Dept. of the Interior,1996,"United States, Standards, Awards, Performance awards, Incentive awards",eng,https://covers.openlibrary.org/b/id/9491962-L.jpg
Twentieth annual exhibition at Ottawa,Central Canada Exhibition Association. Exhibition,1907,"Expositions, Association de l'exposition du Canada central, Central Canada Exhibition Association. Exhibition 1907 : Ottawa, Ont.), Association de l'exposition du Canada central Exposition 1907 : Ottawa, Ont.), Prix, Awards, Central Canada Exhibition Association, Agricultural exhibitions, Agriculture",eng,https://covers.openlibrary.org/b/id/9732043-L.jpg
Seventh Annual Governor's Pollution Prevention Awards,Illinois. Hazardous Waste Research and Information Center,1993,"Environmental responsibility, Awards, Environmental protection, Pollution prevention",eng,https://covers.openlibrary.org/b/id/9910709-L.jpg
My love affair with Carolina,Doris Betts,1998,Awards,eng,https://covers.openlibrary.org/b/id/7234454-L.jpg
Roots and branches,Wilma Dykeman,2001,Awards,eng,https://covers.openlibrary.org/b/id/7234482-L.jpg
Glimmers in the gloaming,Frank Borden Hanes,2002,Awards,eng,https://covers.openlibrary.org/b/id/7234498-L.jpg
A resumé of two historic adventures,Lindsay C. Warren,2011,Biography,eng,https://covers.openlibrary.org/b/id/7234749-L.jpg
The grandfathers,Bland Simpson,2010,"Grandfathers, Awards, Biography",eng,https://covers.openlibrary.org/b/id/7234761-L.jpg
Presidential design awards,National Endowment for the Arts,1995,"Industrial design, Awards, Architectural design",eng,https://covers.openlibrary.org/b/id/9788422-L.jpg
Sixth Annual Governor's Pollution Prevention Awards,Illinois. Hazardous Waste Research and Information Center,1992,"Environmental responsibility, Awards, Environmental protection, Pollution prevention",eng,https://covers.openlibrary.org/b/id/9448615-L.jpg
"Emblemata anniversaria Academiae Noribergensis, qvae est Altorffii",Universität Altdorf,1617,"Emblems, Awards, Universität Altdorf, Medals",lat,https://covers.openlibrary.org/b/id/9659242-L.jpg
Eighth Annual Governor's Pollution Prevention Awards,Illinois. Hazardous Waste Research and Information Center,1994,"Environmental responsibility, Awards, Environmental protection, Pollution prevention",eng,https://covers.openlibrary.org/b/id/9757071-L.jpg
"The Coretta Scott King awards book, 1970-1999",Henrietta M. Smith,1999,"Coretta Scott King Award, American literature -- African American authors -- Bibliography, American literature -- African American authors -- Awards, African Americans -- Intellectual life -- Bibliography, Children's literature, American -- Bibliography, African Americans in literature -- Bibliography, Children -- Books and reading -- United States, Children's literature, American -- Awards",eng,https://covers.openlibrary.org/b/id/6726598-L.jpg
The Pulitzer prizes,Kendall J. Wills,1987,"Pulitzer Prizes, Journalism, Awards",eng,https://covers.openlibrary.org/b/id/6823771-L.jpg
ReSource,"Dan Wood, Anne Rieselbach",2011,"Catalogs, Exhibitions, Awards, History, Young architects, Architectural League Prize for Young Architects and Designers, Architecture",eng,https://covers.openlibrary.org/b/id/13719889-L.jpg
"Rapport fait par Heurtault-Lamerville, au nom des Commissions d'instruction publique et des institutions re publicaines, re unies, pour proposer au Conseil la fabrication d'une me daille, en me moire de la de couverte sur laquelle est fonde e l'uniformite  invariable des poids et mesures","Heurtault de Lamerville, Jean-Marie vicomte de",1799,"Sources, Early works to 1800, Awards, Metric system, Weights and measures, History",fre,https://covers.openlibrary.org/b/id/13381678-L.jpg
"Motion d'ordre faite par Bigonnet, tendante a   jeter les fondemens d'un code du me rite & des re compenses",Jean Adrien Bigonnet,1799,"Military decorations, Sources, Early works to 1800, Awards, History",fre,https://covers.openlibrary.org/b/id/13365210-L.jpg
"Rapport fait au nom du Comite  de la marine, concernant M. Deshayes-Desvallons",Pierre-Alexandre-Laurent Forfait,1792,"Marine engineering, Early works to 1800, Sources, Awards, Military History",fre,https://covers.openlibrary.org/b/id/13384677-L.jpg
A New Brooklyn Museum,Joan Darragh,1988,"Brooklyn Museum, Arata Isozaki & Associates -- Awards, James Stewart Polshek and Partners -- Awards, Art museums -- New York (State) -- New York -- Designs and plans, Architecture -- New York (State) -- New York -- Competitions",eng,https://covers.openlibrary.org/b/id/8168522-L.jpg
System Landschaft,"Sandra Kalcher, Thies Schröder",2009,"Landscape architecture, Awards",mul,https://covers.openlibrary.org/b/id/9796440-L.jpg
The spirit of the city,"Cathedral of St. John the Divine (New York, N.Y.)",1979,"Voluntarism, Awards",eng,https://covers.openlibrary.org/b/id/9970665-L.jpg
"Loi relative a   la pe tition de plusieurs artistes, sur la distribution des prix d'encouragement",France. Sovereign (1774-1792 : Louis XVI),1791,"Arts, Awards, Early works to 1800",fre,https://covers.openlibrary.org/b/id/13369716-L.jpg
"Thirteenth presentation of the Charles Lang Freer Medal, April 12, 2012",Freer Gallery of Art,2012,"Awards, Charles Lang Freer Medal, Asian Art",eng,https://covers.openlibrary.org/b/id/7901838-L.jpg
"Eleventh presentation of the Charles Lang Freer Medal, April 5, 2001",Freer Gallery of Art,2001,"Awards, Bibliography, Charles Lang Freer Medal, Asian Art",eng,https://covers.openlibrary.org/b/id/7901842-L.jpg
"Seventh presentation of the Charles Lang Freer Medal, May 2, 1983.",Freer Gallery of Art,1983,"Loehr, Max., Painting, Chinese -- Song-Yuan dynasties, 960-1368., Bamboo in art., Ink painting, Chinese, Charles Lang Freer Medal., Art, Asian -- Awards -- United States.",eng,https://covers.openlibrary.org/b/id/7901860-L.jpg
"Second presentation of the Charles Lang Freer medal, May 3, 1960",Freer Gallery of Art,1960,"Bibliography, Asian Art, Awards, Islamic art, Charles Lang Freer Medal, Collectors and collecting",eng,https://covers.openlibrary.org/b/id/7901862-L.jpg
"Tenth presentation of the Charles Freer Medal, October 1, 1998",Freer Gallery of Art,1998,"Bibliography, Awards, Charles Lang Freer Medal, Asian Art",eng,https://covers.openlibrary.org/b/id/7901873-L.jpg
"Sixth presentation of the Charles Lang Freer medal, January 16, 1974",Freer Gallery of Art,1974,"Bibliography, Awards, Charles Lang Freer Medal, Asian Art",eng,https://covers.openlibrary.org/b/id/7901881-L.jpg
"Fourth presentation of the Charles Lang Freer Medal, May 2, 1973",Freer Gallery of Art,1973,"Bibliography, Japanese Art, Awards, Asian Art, Charles Lang Freer",eng,https://covers.openlibrary.org/b/id/7901885-L.jpg
"Twelfth presentation of the Charles Lang Freer Medal, November 18, 2010",Freer Gallery of Art,2010,"Bibliography, Awards, Charles Lang Freer Medal, Asian Art",eng,https://covers.openlibrary.org/b/id/7901886-L.jpg
"Third presentation of the Charles Lang Freer medal, September 15, 1965",Freer Gallery of Art,1965,"Bibliography, Asian Art, Awards, Japanese Art, Charles Lang Freer Medal, Collectors and collecting",eng,https://covers.openlibrary.org/b/id/7901897-L.jpg
"Coleman's prize winning originations, winners of three medals at American Gladiolus Society Exhibitions",Joe Coleman (Firm),1925,"Gladiolus, Catalogs, Varieties, Bulbs (Plants), Nursery stock, Awards, Nurseries (Horticulture), Prices",eng,https://covers.openlibrary.org/b/id/8033898-L.jpg
First Debate of the Philodemic Society,Georgetown University. Philodemic Society,1875,"Georgetown University. Philodemic Society, Georgetown University, Awards, Universities and colleges",eng,https://covers.openlibrary.org/b/id/8042703-L.jpg
1928 Ohio's blue book on dahlias,Hope Farm Dahlia Gardens,1928,"Dahlias, Nursery stock, Catalogs, Awards, Bulbs (Plants), Hope Farm Dahlia Gardens, Roots",eng,https://covers.openlibrary.org/b/id/8089732-L.jpg
Gold medal roses for 1929,Hill Floral Products Co,1929,"Roses, Nursery stock, Catalogs, Varieties, Awards, Nurseries (Horticulture)",eng,https://covers.openlibrary.org/b/id/8128035-L.jpg
"Retail catalogue, 1928",Mannetto Hill Nurseries,1928,"Catalogs, Varieties, Dahlias, Nursery stock, Awards, Nurseries (Horticulture), Ornamental Plants, Flowers",eng,https://covers.openlibrary.org/b/id/8092435-L.jpg
Gold medal list of dahlias and gladiolus,Thomas F. McLoughlin (Firm),1927,"Gladiolus, Varieties, Dahlias, Nursery stock, Awards, Nurseries (Horticulture), Bulbs (Plants), Prices",eng,https://covers.openlibrary.org/b/id/8057467-L.jpg
Coleman's prize winning originations,Joe Coleman (Firm),1928,"Gladiolus, Catalogs, Nursery stock, Awards, Bulbs (Plants), Roots, Nurseries (Horticulture)",eng,https://covers.openlibrary.org/b/id/8081986-L.jpg
1927 Ohio's blue book on dahlias,Hope Farm Dahlia Gardens,1927,"Nursery stock, Catalogs, Bulbs (Plants), Awards, Dahlias, Hope Farm Dahlia Gardens, Roots",eng,https://covers.openlibrary.org/b/id/8054594-L.jpg
"Dahlia aristocrats from the Autocrat Dahlia Gardens, 1927","John Harding (Firm : Norwalk, Conn.)",1927,"Nursery stock, Catalogs, Nurseries (Horticulture), Awards, Seedlings, Dahlias, Bulbs (Plants)",eng,https://covers.openlibrary.org/b/id/8054980-L.jpg
Prize winning gladiolus,Metzner Floral Company,1927,"Gladiolus, Awards, Nursery stock, Prices, Bulbs (Plants), Roots, Nurseries (Horticulture)",eng,https://covers.openlibrary.org/b/id/8059536-L.jpg
Lettre du roi a   M. l'amiral,Louis XVI King of France,1780,"Privateering, History, Awards, American Naval operations, French Participation",fre,https://covers.openlibrary.org/b/id/13417599-L.jpg
"Re flexions sur les concours en ge ne ral, et sur celui de la statue de J.J. Rousseau en particulier",Jean Antoine Houdon,1791,"Competitions, Early works to 1800, Statues, Architecture, Monuments, Awards, History",fre,https://covers.openlibrary.org/b/id/13391630-L.jpg
"Distribution des prix aux e le  ves du Conservatoire de musique, pour le cours d'e tude l'an VI",Conservatoire de musique (France),1798,"Education and the revolution, Early works to 1800, Awards, Music and state, History, Conservatoire de musique (France)",fre,https://covers.openlibrary.org/b/id/11861963-L.jpg
Extrait du proce  s-verbal de la session du conseil du departemnet des Vosges,Vosges (France). Conseil général,1793,"Agriculture publishing, Agriculture, Early works to 1800, Agricultural exhibitions, Awards",fre,https://covers.openlibrary.org/b/id/13423636-L.jpg
Ecole-centrale du de partement d'Indre et Loire,E cole centrale du de partement d'Indre-et-Loire,1799,"Patriotism, Youth, Early works to 1800, Awards, E cole centrale du de partement d'Indre-et-Loire, Festivals",fre,https://covers.openlibrary.org/b/id/13368863-L.jpg
"Distribution des prix de l'e cole centrale du de partement de la Co te-d'Or, en l'an 7 de la Re publique franc ʹaise",Louis-Nicolas Frantin,1798,"Early works to 1800, E cole centrale du de partement de la Co te-d'Or (France), Awards, Public schools, History, Education and the revolution, Education and state",fre,https://covers.openlibrary.org/b/id/13369422-L.jpg
... Arr^ete,Lot-et-Garonne (France),1794,Awards,fre,https://covers.openlibrary.org/b/id/13380254-L.jpg
Proce  s-verbal de la distribution des prix aux e le  ves de l'E cole centrale du de partement de l'Ise  re,Ise  re (France). Pre fecture,1802,"Education, Awards, E cole centrale du de partement de l'Ise  re (France)",fre,https://covers.openlibrary.org/b/id/13418040-L.jpg
"Rapport et projet de de cret, pre sente s a la Convention nationale, au nom du Comite  de l'extraordinaire des finances, sur un trait de bravoure & d'humanite",Joseph-Jean Johannot,1792,"Deux jeunes fre  res (Sailing vessel), Early works to 1800, Awards, Shipwrecks, Rescues",fre,https://covers.openlibrary.org/b/id/13417470-L.jpg
Special offers of the prize winning varieties at the Boston Peony Show,Lee R. Bonnewitz (Firm),1921,"Peonies, Catalogs, Flower shows, Seeds, Awards, Nursery stock, Prices, Flowers",eng,https://covers.openlibrary.org/b/id/7887439-L.jpg
"De cret de la Convention nationale, du 7 aou t 1793, l'an second de la Re publique franc ʹoise, relatif aux ouvrages pre sente s au concours pour les prix des acade mies de peinture, sculpture & architecture",France. Convention nationale,1793,"Competitions, Awards, Early works to 1800, Art",fre,https://covers.openlibrary.org/b/id/13399126-L.jpg
The winning plan,Edward William Bok,1924,"Peace, American Peace Award, Awards",eng,https://covers.openlibrary.org/b/id/13377711-L.jpg
"Loi portant que le pre sident de l'Assemble e nationale recommandera au roi J.B. Vimout, gabier sur le vaisseau le Majestueux, pour le re compenser de la conduite qu'il a tenue le 22 november 1790",France. Sovereign (1774-1792 : Louis XVI),1790,"Sailors, Majestueux (Ship), Early works to 1800, Awards",fre,https://covers.openlibrary.org/b/id/13371617-L.jpg
"Discours du pre sident de l'E cole centrale du de partement d'Indre et Loire, a la se ance publique de la distribution des prix, le 19 fructidor an 6.",F. Vauquer-Lambert,1798,"Education and the revolution, Early works to 1800, Awards, E cole centrale du de partement d'Indre-et-Loire, Schools, History",fre,https://covers.openlibrary.org/b/id/13368609-L.jpg
The gladiolus,H.E. Meader (Firm),1922,"H.E. Meader (Firm), Award winners, Gladiolus, Catalogs, Varieties, Awards, Nursery stock, Nurseries (Horticulture)",eng,https://covers.openlibrary.org/b/id/7901266-L.jpg
Grand prize strain gladioli [price list],Metzner Floral Company,1922,"Award winners, Gladiolus, Awards, Nursery stock, Prices, Bulbs (Plants), Roots",eng,https://covers.openlibrary.org/b/id/7901394-L.jpg
"Distribution des prix de l'e cole centrale du de partement de la Co te-d'Or, en l'an 6 de la Re publique franc ʹaise",Louis-Nicolas Frantin,1798,"Early works to 1800, E cole centrale du de partement de la Co te-d'Or (France), Awards, Public schools, History, Education and the revolution, Education and state",fre,https://covers.openlibrary.org/b/id/13363620-L.jpg
Contemporary masters,World Print Council,1983,Prints -- 20th century -- Awards -- Exhibitions,eng,https://covers.openlibrary.org/b/id/4201549-L.jpg
Print's best illustration & photography,Linda Silver,1993,"Commercial art -- Awards -- United States -- Catalogs, Advertising photography -- Awards -- United States -- Catalogs",eng,https://covers.openlibrary.org/b/id/11011813-L.jpg
Neues Bauen in den Alpen,Christoph Mayr Fingerle,1992,Architecture -- Alps Region -- 20th century,"ger, ita",https://covers.openlibrary.org/b/id/3959310-L.jpg
Fresher facts,Florike Egmond,2004,"AM NAi Prijs, Young architects -- Awards -- Netherlands, Architecture -- Netherlands -- 21st century","dut, eng",https://covers.openlibrary.org/b/id/13889044-L.jpg
Spirit of enterprise,David W. Reed,1993,"Inventions -- Awards, Science -- Awards",eng,https://covers.openlibrary.org/b/id/8284159-L.jpg
Supplementary list to Forbes & Keith's catalogue of prize medal dahlias,Forbes and Keith,1917,"Seeds, Catalogs, Varieties, Awards, Dahlias, Flowers, Nursery stock",eng,https://covers.openlibrary.org/b/id/7403309-L.jpg
Concerning federally sponsored inducement prizes in engineering and science,National Academy of Engineering. Steering Committee for the Workshop to Assess the Potential for Promoting Technological Advance Through Government-Sponsored Prizes and Contests,1999,"Development, Science, Government & Business, Economic Development, Incentive awards, Awards, POLITICAL SCIENCE, Structural Adjustment, Economic Policy, Business Development, Public Policy, General, Technology, BUSINESS & ECONOMICS",eng,https://covers.openlibrary.org/b/id/10013573-L.jpg
Illinois Environmental Protection Agency's Director's Green Youth Award Program,Illinois. Environmental Protection Agency. Division of Environmental Outreach,2002,"Conservation of natural resources, Nature, Environmental education, Effect of human beings on, Illinois. Environmental Protection Agency, Study and teaching, Awards, Environmental protection, Citizen participation, Green movement, Illinois",eng,https://covers.openlibrary.org/b/id/13408954-L.jpg
Illinois Environmental Protection Agency's Governor's Green Youth Awards Program,Illinois. Environmental Protection Agency. Associate Director's Office,2004,"Conservation of natural resources, Nature, Environmental education, Effect of human beings on, Illinois. Environmental Protection Agency, Study and teaching, Awards, Environmental protection, Citizen participation, Green movement, Illinois",eng,https://covers.openlibrary.org/b/id/13429687-L.jpg
"Governor's Home Town Award, 2007",Illinois. Dept. of Commerce and Economic Opportunity,2007,"Champaign County Center for Women in Transition (Ill.), Governor's Home Town Awards Program (Ill.), Volunteer workers in community development, Awards, Services for, Volunteer workers in social service, Women",eng,https://covers.openlibrary.org/b/id/11875636-L.jpg
1917 Grand prix dahlias,Bessie Boston Dahlia Farm,1917,"Dahlias, Nursery stock, Catalogs, Nurseries (Horticulture), Awards",eng,https://covers.openlibrary.org/b/id/7409852-L.jpg
Die Zeitschrift MUT,Katja Eddel,2011,"Politics and government, Awards, Democracy",ger,https://covers.openlibrary.org/b/id/9496216-L.jpg
"Explication exacte de tous les chefs-d'œuvres de l'industrie française, qui sont déposés dans le Cirque du Champ-de-Mars","Exposition des produits de l'industrie française (1798 Paris, France)",1798,"Early works to 1800, Awards, Exhibitions",fre,https://covers.openlibrary.org/b/id/8063403-L.jpg
"1930 Gold medal rose, President Hoover originated by L. B. Coddington",Hill Floral Products Co,1930,"Roses, Nursery stock, Catalogs, Varieties, Awards, Nurseries (Horticulture)",eng,https://covers.openlibrary.org/b/id/8158933-L.jpg
The best of the Rolex Awards for Enterprise,Montres Rolex S.A.,1996,"Inventions -- Awards., Science -- Awards.",eng,https://covers.openlibrary.org/b/id/9455248-L.jpg
Discours du roi à l'occasion des récompenses accordées à l'industrie nationale,Louis Philippe King of the French,1834,"Industries, Awards, Exhibitions, Manufactures",fre,https://covers.openlibrary.org/b/id/8233935-L.jpg
Seconde exposition publique des produits de l'industrie française,"Exposition des produits de l'industrie française (2nd 1801 Paris, France)",1801,"Industries, Exposition des produits de l'industrie française (2nd : 1801 : Paris, France), Awards, Exhibitions, Manufactures",fre,https://covers.openlibrary.org/b/id/8234061-L.jpg
"Peterson's scholarships, grants & prizes 2013",Peterson's (Firm : 2006- ),2012,"Student aid, Directories, Scholarships, Awards",eng,https://covers.openlibrary.org/b/id/8294140-L.jpg
Recognizing excellence in the mathematical sciences,Janice M. Jaguszewski,1997,"Mathematics -- Awards, Mathematics -- Awards -- Directories",eng,https://covers.openlibrary.org/b/id/4709961-L.jpg
The Turner Prize,"Virginia Button, Adrian Searle",June 1998,"Art funding, patronage & sponsorship, Catalogues raisonnes, History of art & design styles: from c 1900 -, c 1980 to c 1990, c 1990 to c 2000, Tate Gallery - Exhibition Catalogs, Art & Art Instruction, Art, History - General, Individual Artist, Collections, Catalogs, Exhibitions - General",eng,https://covers.openlibrary.org/b/id/4870905-L.jpg
Hockey's heroes,Bob Italia,1993,"Hockey players -- Biography -- Juvenile literature, Hockey -- History -- Juvenile literature, Hockey -- Awards -- Juvenile literature, Hockey players",eng,https://covers.openlibrary.org/b/id/11645520-L.jpg
Personal narratives,Southeastern Center for Contemporary Art,1993,"Photography, Artistic -- Exhibitions, African American photographers -- Exhibitions, Women photographers -- United States -- Exhibitions",eng,https://covers.openlibrary.org/b/id/4814133-L.jpg
Cyberarts 99,"Hannes Leopoldseder, Christine Schöpf","September 24, 1999","Audio processing, Computer graphics software, Human-computer interaction, Image processing, Electronic And Computer Art, Computer Graphics, Art, Computers - General Information, Computer Books: General, General, Computer Graphics - General, Computeranimation, Computers / Computer Science, Medienkunst, Medientheorie, interaktive Kunst, net","eng, ger",https://covers.openlibrary.org/b/id/4877003-L.jpg
The Nobel Prize winners.,Frank N. Magill,1990,"Chemistry -- Awards -- Juvenile literature, Nobel Prizes -- Juvenile literature",eng,https://covers.openlibrary.org/b/id/8314233-L.jpg
Inspiring individuals,Edmund Doogue,2009,"Rolex Awards for Enterprise, Awards, Environmental protection, Inventions, Science, Successful people, Research, Social entrepreneurship",eng,https://covers.openlibrary.org/b/id/10577249-L.jpg
Rock and Roll Hall of Fame fifteenth annual induction dinner,Rock and Roll Hall of Fame Foundation,2000,"Moonglows (Musical group), Rock and Roll Hall of Fame Foundation, History and criticism, Rock musicians, Awards, Earth, Wind & Fire (Musical group), Rock music, Lovin' Spoonful (Musical group), Rock and Roll Hall of Fame and Museum, Biography",eng,https://covers.openlibrary.org/b/id/8339124-L.jpg
Open space: some ideas for its imaginative use and preservation,Massachusetts Trustees of Reservations,1970,"Eliot, Charles W., II, Natural Resources, Massachusetts Governor's Advisory Committee on Open Space and Recreation, Proposals, Outdoor recreation, Conservation of natural resources, Conservation, Open spaces, Awards, Landscape",eng,https://covers.openlibrary.org/b/id/7014371-L.jpg
Agriculture Canada recipients of Merit Awards for outstanding contributions to agriculture =,Canada. Agriculture Canada,1984,"Agriculture, Awards","eng, fre",https://covers.openlibrary.org/b/id/7077694-L.jpg
Rock & Roll Hall of Fame induction dinner 1991,Rock and Roll Hall of Fame Foundation,1991,"Byrds (Musical group), Impressions (Musical group), Rock and Roll Hall of Fame Foundation, History and criticism, Ike and Tina Turner Revue, Musicians, Awards, Rock music, Biography",eng,https://covers.openlibrary.org/b/id/8339126-L.jpg
Rock & Roll Hall of Fame induction dinner 1992,Rock and Roll Hall of Fame Foundation,1992,"Booker T. & the MG's (Musical group), Rock and Roll Hall of Fame Foundation, Isley Brothers, Jimi Hendrix Experience (Musical group), Sam & Dave, Musicians, Music museums, History and criticism, Awards, Rock music, Yardbirds (Musical group), Biography",eng,https://covers.openlibrary.org/b/id/9443969-L.jpg
Rock & Roll Hall of Fame induction dinner 1993,Rock and Roll Hall of Fame Foundation,1993,"Doors (Musical group), Sly & the Family Stone (Musical group), Rock and Roll Hall of Fame Foundation, History and criticism, Musicians, Awards, Rock and Roll Hall of Fame and Museum, Cream (Musical group), Rock music, Teenagers (Musical group), Biography, Creedence Clearwater Revival (Musical group)",eng,https://covers.openlibrary.org/b/id/9834846-L.jpg
The fourth annual induction dinner,Rock and Roll Hall of Fame Foundation,1989,"Rolling Stones, Temptations (Musical group), Soul Stirrers (Musical group), History and criticism, Rock and Roll Hall of Fame Foundation, Musicians, Awards, Rock music, Ink Spots (Musical group), Biography",eng,https://covers.openlibrary.org/b/id/8326217-L.jpg
The second annual Rock and Roll Hall of Fame induction dinner,Rock and Roll Hall of Fame Foundation,1987,"Rock and Roll Hall of Fame Foundation, History and criticism, Musicians, Awards, Rock music, Coasters (Musical group), Biography",eng,https://covers.openlibrary.org/b/id/10004011-L.jpg
Rock and Roll Hall of Fame,Rock and Roll Hall of Fame Foundation,1998,"Eagles (Musical group), Rock and Roll Hall of Fame Foundation, History and criticism, Rock musicians, Awards, Rock and Roll Hall of Fame and Museum, Santana (Musical group), Rock music, Mamas and the Papas (Musical group), Biography, Fleetwood Mac (Musical group)",eng,https://covers.openlibrary.org/b/id/15053936-L.jpg
Viaje al cine español,Teatro Fernán Gómez. Centro de Arte,2011,"Performing arts, Exhibitions, Premios Anuales de la Academia Goya, History",spa,https://covers.openlibrary.org/b/id/8127852-L.jpg
Material process,Architectural League of New York,2003,"Young Architects Forum, Architecture -- Awards -- United States, Architecture -- United States -- 20th century, Young architects -- United States, Building materials",eng,https://covers.openlibrary.org/b/id/812742-L.jpg
AR100 & CSR,AR100 Annual Award Show,2007,"Corporation reports, Graphic design (Typography), Awards, AR100 Annual Award Show (22nd)",eng,https://covers.openlibrary.org/b/id/8254829-L.jpg
"Peterson's scholarships, grants & prizes 2011",Mark D. Snider,2010,"Grants-in-aid, Scholarships, Awards, Subsidies, Research grants, Student aid, Directories",eng,https://covers.openlibrary.org/b/id/8228699-L.jpg
"[Gold medal awarded our dahlia flowered zinnias at the International Exposition held in Antwerp, Belgium, 1930",Bodger Seeds Ltd,1931,"Zinnia, Awards, Nursery stock, Seed industry and trade",eng,https://covers.openlibrary.org/b/id/8207191-L.jpg
"Golden Jubilee of E. Gurney Hill, 1881-1931",Hill Floral Products Co,1931,"Catalogs, Varieties, Bulbs (Plants), Roses, Nursery stock, Awards, Nurseries (Horticulture), Seeds, Ornamental Plants, Flowers",eng,https://covers.openlibrary.org/b/id/8217117-L.jpg
Bericht der Beurtheilungs-Commission bei der Allgemeinen deutschen Industrie-Ausstellung zu München im Jahr 1854,"Allgemeine deutsche Industrie-Ausstellung (1854 Munich, Germany)",1855,"Industries, Allgemeine deutsche Industrie-Ausstellung (1854 : Munich, Germany), Awards, Exhibitions",ger,https://covers.openlibrary.org/b/id/8241961-L.jpg
Masters of the Crafts,"Stephen Inglis, Kristin Rothschild",December 1989,"Reference, Crafts / Hobbies",eng,https://covers.openlibrary.org/b/id/8334403-L.jpg
Scale,Douglas Pancoast,2000,"Young Architects Forum -- Exhibitions, Architecture -- Awards -- United States -- Exhibitions, Architecture -- United States -- 20th century -- Exhibitions, Young architects -- United States -- Exhibitions",eng,https://covers.openlibrary.org/b/id/8246846-L.jpg
I pregj delle belle arti,"Onofrio Alfani, Accademia di San Luca",1762,"Accademia di San Luca., Art -- Awards -- Italy -- Early works to 1800., Art -- Early works to 1800., Festivals -- Italy -- Rome.",ita,https://covers.openlibrary.org/b/id/6517671-L.jpg
Prize peonies,Edward P. Schwartz Peony Gardens,1929,"Peonies, Nursery stock, Catalogs, Varieties, Awards, Nurseries (Horticulture)",eng,https://covers.openlibrary.org/b/id/8136937-L.jpg
Second nature,Architectural League of New York,2001,"Young Architects Forum, Architecture -- Awards -- United States, Architecture -- United States -- 20th century, Young architects -- United States",eng,https://covers.openlibrary.org/b/id/812663-L.jpg
"Özlem Günyol & Mustafa Kunt, Sandra Kuhne, Regine Müller-Waldeck, Martin Pfeifle, Martin Wöhrl",Ulrike Lorenz,2009,"Modern Art, Art, Exhibitions, Awards",ger,https://covers.openlibrary.org/b/id/9882610-L.jpg
