title,authors,publisher,publishedDate,description,categories,pageCount,language,previewLink,averageRating,ratingsCount
The Chemist and Druggist,,,1919,,Pharmaceutical industry,1562.0,en,http://books.google.de/books?id=tY5MAQAAMAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=172&source=gbs_api,,
The Indian Publisher and Bookseller,,,1973,,Book industries and trade,478.0,en,http://books.google.de/books?id=bvYqAAAAMAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=173&source=gbs_api,,
Year-book,American Institute of Electrical Engineers,,1948,,,412.0,en,http://books.google.de/books?id=sdxQAAAAYAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=174&source=gbs_api,,
Authors & Artists for Young Adults,Thomas McMahon,Authors & Artists for Young Ad,2001-06,"With Authors & Artists for Young Adults teens have a source where they can discover fascinating and entertaining facts about the writers, artists, film directors, graphic novelists, and other creative personalities that most interest them. International in scope, each volume contains 20-25 entries offering personal behind-the-scenes information, portraits, movie stills, bibliographies, a cumulative index and more.For table of contents or other volume specific information see the entry for the volume.While Gale strives to replicate print content, some content may not be available due to rights restrictions.Call your Sales Rep for details.",Art,254.0,en,http://books.google.de/books?id=8ns6sn-Nte0C&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=175&source=gbs_api,,
The People's Home Journal,,,1921,,,502.0,en,http://books.google.de/books?id=gGUxAQAAMAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=176&source=gbs_api,4.5,7.0
English Journal,,,1957,,Electronic journals,638.0,en,http://books.google.de/books?id=zp9iAAAAMAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=177&source=gbs_api,,
"Directory of Grants in the Humanities, 1987","Oryx Press Staff, Oryx Publishing",Oryx Press,1987-05,,Reference,432.0,en,http://books.google.de/books?id=JqtXAAAAMAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=178&source=gbs_api,,
Library Association Hand Book,Library Association,,1981,,Libraries,388.0,en,http://books.google.de/books?id=f966AAAAIAAJ&pg=SL1-PA71&dq=awarded+books&hl=&as_pt=BOOKS&cd=179&source=gbs_api,,
Digest; Review of Reviews Incorporating Literary Digest,,,1927,,"Literature, Modern",1088.0,en,http://books.google.de/books?id=gk4_AAAAMAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=180&source=gbs_api,5.0,1.0
Annual Report,Wellington College Natural Science Society,,1901,,,584.0,en,http://books.google.de/books?id=AqFRAAAAMAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=201&source=gbs_api,,
Media Spectrum,,,1990,,Audio-visual education,506.0,en,http://books.google.de/books?id=PL-eAAAAMAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=202&source=gbs_api,,
Pratibha India,,,2002,,"Art, Indic",220.0,en,http://books.google.de/books?id=qyJaAAAAMAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=203&source=gbs_api,,
The Americana Annual,Alexander Hopkins McDannald,,2000,,Encyclopedias and dictionaries,612.0,en,http://books.google.de/books?id=vqESAQAAMAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=204&source=gbs_api,,
ASA News,,African Studies Association,2002,,Africa,132.0,en,http://books.google.de/books?id=bxo_AQAAIAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=205&source=gbs_api,,
The City Record,New York (N.Y.),,1889,,New York (N.Y,1320.0,en,http://books.google.de/books?id=Oe86AQAAMAAJ&pg=PA909&dq=awarded+books&hl=&as_pt=BOOKS&cd=206&source=gbs_api,,
Collier's ... Year Book Covering the Year ...,,,1954,,Encyclopedias and dictionaries,708.0,en,http://books.google.de/books?id=GOAPAAAAIAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=207&source=gbs_api,,
The Athenaeum,,,1914,,England,966.0,en,http://books.google.de/books?id=RF1DAQAAMAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=208&source=gbs_api,,
Lawyers' Reports Annotated,,,1913,,"Law reports, digests, etc",2150.0,en,http://books.google.de/books?id=RjhHAQAAMAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=209&source=gbs_api,,
2004 Novel and Short Story Writer's Market,"Anne Bowling, Michael Schweer, Vanessa Lyman",,2003,"Lists addresses and information on contacts, pay rates, and submission requirements, and includes essays on the craft of writing.",Language Arts & Disciplines,694.0,en,http://books.google.de/books?id=OTB1OfPQp3cC&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=210&source=gbs_api,,
"Awards, Agreements, Orders, Etc., Made Under the Industrial Conciliation and Arbitration Act, the Apprentices Act, the Labour Disputes Investigation Act, and Other Relevant Acts ...",New Zealand. Department of Labour,,1909,,,978.0,en,http://books.google.de/books?id=WpfBxoiOgU0C&pg=PA457&dq=awarded+books&hl=&as_pt=BOOKS&cd=211&source=gbs_api,,
Small Press,,,1986,,Book industries and trade,554.0,en,http://books.google.de/books?id=FfDiAAAAMAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=212&source=gbs_api,,
Cowdery's New Book of Forms,Jabez Franklin Cowdery,,1906,,Forms (Law),1100.0,en,http://books.google.de/books?id=tlX5AAAAIAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=213&source=gbs_api,,
"The Lawyers Reports Annotated, Book 1-70",,,1905,,"Law reports, digests, etc",1066.0,en,http://books.google.de/books?id=5Ck1AQAAMAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=214&source=gbs_api,,
Publishers Weekly,,,1990,,American literature,1402.0,en,http://books.google.de/books?id=H9Dm2bkG-iwC&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=215&source=gbs_api,,
Storytelling Magazine,,,2006,,Folklore,308.0,en,http://books.google.de/books?id=ZAVKAAAAYAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=216&source=gbs_api,,
Dictionary of Literary Biography Yearbook 1994,Matthew Bruccoli,Dictionary of Literary Biograp,1995,Updates entries already published and supplements the Dictionary of Literary Biography series with entries on newly prominent writers.,Biography & Autobiography,392.0,en,http://books.google.de/books?id=zVr0pRLIdnkC&pg=PA132&dq=awarded+books&hl=&as_pt=BOOKS&cd=217&source=gbs_api,,
"The Elementary School Library Collection, Phases 1-2-3",,,2000,,Children's literature,1256.0,en,http://books.google.de/books?id=RbcPAQAAMAAJ&pg=PA37&dq=awarded+books&hl=&as_pt=BOOKS&cd=218&source=gbs_api,,
The Bookseller,,,1918,,Bibliography,658.0,en,http://books.google.de/books?id=kxtca3zG878C&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=219&source=gbs_api,,
Making Memories,Joyce Marlow,Touchstone,2001,"Full of great ideas for crafts and anecdotes on family life, this collection invites mothers and daughters to create lasting family traditions and enjoy a renewed sense of appreciation for family. Illustrations.",Crafts & Hobbies,260.0,en,http://books.google.de/books?id=vAEv9VjITYsC&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=220&source=gbs_api,,
The Indian Decisions (New Series),,,1914,,"Law reports, digests, etc",1116.0,en,http://books.google.de/books?id=eaBFAQAAMAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=241&source=gbs_api,,
New Jersey Libraries,,,1977,,Libraries,552.0,en,http://books.google.de/books?id=A5UaAAAAMAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=242&source=gbs_api,,
Hazell's Annual,,,1912,,,714.0,en,http://books.google.de/books?id=EowLAQAAIAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=243&source=gbs_api,,
Dictionary of International Biography ...,,,2005,A biographical record of contemporary achievement together with a key to the location of the original biographical notes.,Biography,1144.0,en,http://books.google.de/books?id=plsrAQAAIAAJ&pg=PA461&dq=awarded+books&hl=&as_pt=BOOKS&cd=244&source=gbs_api,,
Camera,,,1902,,Photography,436.0,en,http://books.google.de/books?id=HM92YGWAZucC&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=245&source=gbs_api,,
Legislative Journal,Pennsylvania. General Assembly,,1912,,,1512.0,en,http://books.google.de/books?id=xcI6AQAAMAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=246&source=gbs_api,,
A Quarter Century of Technical Education in New South Wales,John L. Bruce,,1909,,Technical education,368.0,en,http://books.google.de/books?id=vbe4uCyoLzAC&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=247&source=gbs_api,,
Saturday Review of Literature,,,1928,,American literature,626.0,en,http://books.google.de/books?id=KHU5AQAAIAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=248&source=gbs_api,,
School,,,1904,,Education,264.0,en,http://books.google.de/books?id=OhELAAAAIAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=249&source=gbs_api,,
"""Code of Massachusetts regulations, 2001""",,,2001,Archival snapshot of entire looseleaf Code of Massachusetts Regulations held by the Social Law Library of Massachusetts as of January 2020.,,54.0,en,http://books.google.de/books?id=E1-2yV-l8K4C&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=250&source=gbs_api,,
"""Code of Massachusetts regulations, 2008""",,,2008,Archival snapshot of entire looseleaf Code of Massachusetts Regulations held by the Social Law Library of Massachusetts as of January 2020.,,54.0,en,http://books.google.de/books?id=HjwQlkVVFXkC&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=251&source=gbs_api,,
The New International Year Book,,,1913,,Encyclopedias and dictionaries,932.0,en,http://books.google.de/books?id=b6AYAAAAIAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=252&source=gbs_api,,
Rock Island Employes' Magazine,,,1920,,Railroads,806.0,en,http://books.google.de/books?id=W3enjFQUv9UC&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=253&source=gbs_api,,
Who's who in Australia,,,2005,,Australia,2056.0,en,http://books.google.de/books?id=mjhRAQAAIAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=254&source=gbs_api,,
The Feather,,,1900,,Poultry,90.0,en,http://books.google.de/books?id=XxZIAAAAYAAJ&pg=PA185&dq=awarded+books&hl=&as_pt=BOOKS&cd=255&source=gbs_api,,
The Journal of the National Education Association,National Education Association of the United States,,1923,,Education,904.0,en,http://books.google.de/books?id=AWonAAAAMAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=256&source=gbs_api,,
An Almanack...,,,1924,,"Almanacs, English",1184.0,en,http://books.google.de/books?id=DX03AAAAMAAJ&pg=RA1-PA592&dq=awarded+books&hl=&as_pt=BOOKS&cd=257&source=gbs_api,,
Calendar of the University of Sydney,University of Sydney,,1971,,,864.0,en,http://books.google.de/books?id=taugAAAAMAAJ&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=258&source=gbs_api,,
Proceedings of the Board of Supervisors of the County of Milwaukee,Milwaukee County (Wis.). Board of Supervisors,,1908,,Milwaukee County (Wis.),414.0,en,http://books.google.de/books?id=UBjuFPQoq4IC&q=awarded+books&dq=awarded+books&hl=&as_pt=BOOKS&cd=259&source=gbs_api,,
The Publisher and Bookseller,,,1930,Official organ of the book trade of the United Kingdom.,Bibliography,1444.0,en,http://books.google.de/books?id=AJJ2r3PEvzIC&pg=PA976&dq=awarded+books&hl=&as_pt=BOOKS&cd=260&source=gbs_api,,
The Europa Directory of Literary Awards and Prizes,Europa,Routledge,2015,,Directories,533.0,en,http://books.google.de/books?id=2JhACwAAQBAJ&printsec=frontcover&dq=awarded+books&hl=&as_pt=BOOKS&cd=281&source=gbs_api,,
"Complete Bibliographical Manual of Books about the Pulitzer Prizes, 1935-2003","Heinz Dietrich Fischer, Erika J. Fischer",Walter de Gruyter,2004,"The School of Journalism at Columbia University has awarded the Pulitzer Prize since 1917. Nowadays there are prizes in 21 categories from the fields of journalism, literature and music. The Pulitzer Prize Archive presentsthe history of this award from its beginnings to the present: In parts A toE the awarding oftheprize in each category is documented, commented and arranged chronologically. Part F covers the history of the prize biographically and bibliographically. Part G provides the background to thedecisions.",History,446.0,en,http://books.google.de/books?id=okvYMZnx4ykC&printsec=frontcover&dq=awarded+books&hl=&as_pt=BOOKS&cd=282&source=gbs_api,,
Nobel Peace Prize Winners,VIKAS KHATRI,V&amp;S Publishers,2012-11-15,"The Noble Peace Prize has been awarded 92 times to about 124 Noble Laureates between 1901 and 2011 - 99 times to individuals and around 23 times to organizations. It is awarded to those who have done the most or the best work for fraternity between nations, for the abolition or reduction of standing armies and for the holding and promotion of world peace.Noble Peace Prize Winners contains an exhaustive list of about 100 Noble Laureates, their brief life histories, education, achievements, work forwards human welfare and their invaluable contribution to bring global peace and harmony.Some of the well-known names included in this book are Jane Addams, Kofi Annan, Aung San Suu Kyi, Emily Greene Balch, Jimmy Carter, Michael Gorbachev, Dalai Lama, Nelson Mandela, Mother Teresa, Betty Williams, Woodrow Wilson Barrack Obama and many more. These eminent personalities have devoted their entire lives for the betterment and well- being of the human society, irrespective of cast, creed, colour, race or sex. They have brought fighting nations and people together, abolishing wars and war threats, advocating peace and brotherhood across the globe.In fact these people who strived hard and worked for a noble cause are always a source of inspiration for all of us especially the children and the youth. Read and learn from their lives works and achievement and try to adhere to their principles, bringing peace success happiness glory and fulfillment. #v&spublishers",Biography & Autobiography,170.0,en,http://books.google.de/books?id=BpE3DwAAQBAJ&printsec=frontcover&dq=awarded+books&hl=&as_pt=BOOKS&cd=283&source=gbs_api,,
"National Book Awards, 1950-1975",National Book Committee. Committee for the 25th Anniversary of the National Book Awards,,1975*,,Literary prizes,105.0,en,http://books.google.de/books?id=-tlmHQAACAAJ&dq=awarded+books&hl=&as_pt=BOOKS&cd=284&source=gbs_api,,
PORTRAIT AWARD.,,,,,,,en,http://books.google.de/books?id=OHsYvwEACAAJ&dq=awarded+books&hl=&as_pt=BOOKS&cd=285&source=gbs_api,,
Ralf Ziervogel,Ralf Ziervogel,Kerber Verlag,2014,"Ralf Ziervogel (born 1975) is the fifth winner of the Horst Janssen Print Prize. This volume marks the occasion, reproducing his detailed, often grotesque drawings, and also including his Thomas Bernhard-esque autobiographical writings.","Art, German",0.0,en,http://books.google.de/books?id=16HKoQEACAAJ&dq=awarded+books&hl=&as_pt=BOOKS&cd=286&source=gbs_api,,
awarded art international,Diana Neubauer,,2019,,,58.0,de,http://books.google.de/books?id=iu_DDwAAQBAJ&printsec=frontcover&dq=awarded+books&hl=&as_pt=BOOKS&cd=287&source=gbs_api,,
Inside the Nobel Prize,Jasmine Dyggan,Independently Published,2025-12-02,"Inside the Nobel Prize invites readers into one of the most extraordinary traditions in modern history-an award born from invention, controversy, and an unexpected act of legacy. More than a century after the first medals were presented, the Nobel Prize remains the world's most famous recognition of human achievement, celebrating brilliance in science, literature, peace, and the pursuit of knowledge that makes life better for everyone. This book reveals the remarkable story behind the prize, beginning with the life of Alfred Nobel-a restless genius who held over 350 patents, revolutionised engineering with the invention of dynamite, and wrestled with the moral weight of how his creations were used. A mistaken obituary branding him ""the merchant of death"" forced Nobel to examine how history might remember him, inspiring a decision that shocked his family and changed the world: to leave his vast fortune to establish five annual prizes that would honour those who brought the ""greatest benefit to mankind."" From the dramatic legal battle to bring Nobel's will to life, to the first awards in 1901, this book uncovers the surprising and inspiring details behind each chapter of the Nobel story. You'll explore how the original five prize categories were chosen, why the Peace Prize is awarded in Oslo rather than Stockholm, how winners are selected through one of the most secretive processes on Earth, and the riches and recognition that await each Laureate. You'll also learn how a sixth prize-Economic Sciences-was added decades later, revealing how the Nobel legacy continues to evolve. Along the way, Inside the Nobel Prize highlights the extraordinary individuals who have shaped history as Laureates: scientists who unlocked the mysteries of life, writers who reshaped world literature, and leaders whose courage advanced the cause of peace. Their stories reflect humanity's greatest challenges and triumphs, showing why the Nobel Prize remains a beacon of progress and hope. Perfect for curious readers of all ages, this book offers a clear, engaging journey through the history of the world's most prestigious award. It answers essential questions-Who created the Nobel Prize? Why is it awarded? What makes it so special?-while revealing the human stories behind the medals, the mysteries behind the ceremonies, and the ideas that continue to inspire the world. Inside the Nobel Prize is a celebration of curiosity, courage, creativity, and the belief that ideas can change the world.",Biography & Autobiography,0.0,en,http://books.google.de/books?id=PmvG0QEACAAJ&dq=awarded+books&hl=&as_pt=BOOKS&cd=288&source=gbs_api,,
